unique_id,type,state,town,clean_name,county,treated,townurl,confidence_level,ordinance,current_status,exclusion_method,excluded_groups,comments,match_assignment_method,centroid2020,contemporary_place_match,unique_place_matches,matching_cdp,matching_cousub,matching_county,PLACENHG,NAME1970,GJOIN1970,NAME1980,GJOIN1980,NAME1990,GJOIN1990,NAME2000,GJOIN2000,NAME2010,GJOIN2010,NAME2020,GJOIN2020,county_fips,COUNTY,NHGISCODE
01939,place,PA,Bellwood,Bellwood borough,NA,1,https://justice.tougaloo.edu/sundowntown/bellwood-pa/,Possible,NA,Don’t Know,Violent Expulsion,Black,"A professor at a nearby college said that white people “chased out black family, burnt down house in 1990s.”",Census fuzzy string match,NA,CDP:05384,CDP:05384,05384,NA,NA,G420053840,Bellwood borough,G4200715,Bellwood borough,G4200715,Bellwood borough,G42005384,Bellwood borough,G42005384,Bellwood borough,G42005384,Bellwood borough,G42005384,NA,NA,NA
01940,place,PA,Boyertown,Boyertown borough,NA,1,https://justice.tougaloo.edu/sundowntown/boyertown-pa/,Possible,NA,Don’t Know,NA,Black,"From a former staff member at Boyertown Area High School: “The person who told me about the law that stated that blacks had to leave town at sundown was the mayor of the town at the time…This would have been in 1988 or 1989. I am not sure whether or not it was still an active law or not, but he was aware that it had been on the books. There were very few blacks in the town and it has a reputation of not being very accepting of outsiders. The Klan had permission to hold a parade in the town. This was around 1990. It was also known that there was a cell of the Aryan Nation in Berks County, or quite near by.”",Census fuzzy string match,NA,CDP:07960,CDP:07960,07960,NA,NA,G420079600,Boyertown borough,G4201065,Boyertown borough,G4201065,Boyertown borough,G42007960,Boyertown borough,G42007960,Boyertown borough,G42007960,Boyertown borough,G42007960,NA,NA,NA
01941,county subdivision,RI,Cumberland,Cumberland,NA,1,https://justice.tougaloo.edu/sundowntown/cumberland-ri/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,NA,TotalCensus Geography Match,NA,"NA,COUSUB:20080","NA,COUSUB:20080",NA,20080,NA,NA,Cumberland Town,G4400070020,CUMBERLAND TOWN,G4400070020,Cumberland town,G440007020080,Cumberland town,G440007020080,Cumberland town,G440007020080,Cumberland town,G440007020080,44007,Providence County,G440007020080
01942,place,RI,Woonsocket,Woonsocket,NA,1,https://justice.tougaloo.edu/sundowntown/woonsocket-ri/,Possible,Don't Know,Surely Not,Unknown,Black,NA,TotalCensus Geography Match,NA,"NA,PLACE:80780","NA,PLACE:80780",80780,NA,NA,G440807800,Woonsocket city,G4400560,Woonsocket city,G4400560,Woonsocket city,G44080780,Woonsocket city,G44080780,Woonsocket city,G44080780,Woonsocket city,G44080780,NA,NA,NA
01943,place,SC,Ellenton,Ellenton,NA,1,https://justice.tougaloo.edu/sundowntown/ellenton-sc/,Possible,Don't Know,Don’t Know,Unknown,Black,"Ellenton is on Highway 125 in southern Aiken County
almost on the Barnwell County line. New Ellenton is
about ten miles north. The riot occurred September
16-19, 1876.",TotalCensus Geography Match,NA,"NA,PLACE:49705","NA,PLACE:49705",49705,NA,NA,G450497050,New Ellenton town,G4500960,New Ellenton town,G4500960,New Ellenton town,G45049705,New Ellenton town,G45049705,New Ellenton town,G45049705,New Ellenton town,G45049705,NA,NA,NA
01944,place,SC,Folly Beach,Folly Beach,NA,1,https://justice.tougaloo.edu/sundowntown/folly-beach-sc/,Possible,Don't Know,Don’t Know,Unknown,Black,NA,TotalCensus Geography Match,NA,"NA,PLACE:26035","NA,PLACE:26035",26035,NA,NA,G450260350,Folly Beach city,G4500470,Folly Beach city,G4500470,Folly Beach city,G45026035,Folly Beach city,G45026035,Folly Beach city,G45026035,Folly Beach city,G45026035,NA,NA,NA
01946,no match,SC,Hamburg,Hamburg,NA,1,https://justice.tougaloo.edu/sundowntown/hamburg-sc/,Possible,Don't Know,Don’t Know,Violent Expulsion,Black,"Opposite Augusta on the Savannah river, Hamburg
was founded in the 1830s as a railroad terminus. It
eventually became virtually all black before being
subsumed by the town of North Augusta in the 1890s.
An Aiken resident writes:
Hamburg was also the site of a racial battle, in July
1876. Ben Tillman’s accounts of these events makes
chilling reading. (“The Struggles of 1876”).",No Contemporary Place Match. Located Place Centroid,"-81.957893, 33.4798589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01947,place,SC,Isle of Palms,Isle of Palms,NA,1,https://justice.tougaloo.edu/sundowntown/isle-of-palms-sc/,Possible,Don't Know,Don’t Know,Unknown,Black,"Developed for vets, inter alia, after WWII. Then Sea
Pines Co. (Hilton Head developers) bought part, made
elegant white area.",TotalCensus Geography Match,NA,"NA,PLACE:36115","NA,PLACE:36115",36115,NA,NA,G450361150,Isle of Palms city,G4500665,Isle of Palms city,G4500665,Isle of Palms city,G45036115,Isle of Palms city,G45036115,Isle of Palms city,G45036115,Isle of Palms city,G45036115,NA,NA,NA
01949,place,SC,Moncks Corner,Moncks Corner,NA,1,https://justice.tougaloo.edu/sundowntown/moncks-corner-sc/,Surely,Don't Know,Don’t Know,Violent Expulsion,Black,"Moncks Corner:
White Men Shoot Up Church Excursioners,” Pittsburgh
Courier, 8/17/1940",TotalCensus Geography Match,NA,"NA,PLACE:47275","NA,PLACE:47275",47275,NA,NA,G450472750,Moncks Corner town,G4500920,Moncks Corner town,G4500920,Moncks Corner town,G45047275,Moncks Corner town,G45047275,Moncks Corner town,G45047275,Moncks Corner town,G45047275,NA,NA,NA
01950,place,SC,Princeton,Princeton,NA,1,https://justice.tougaloo.edu/sundowntown/princeton-sc/,Possible,Don't Know,Don’t Know,Violent Expulsion,Black,"Former South Carolina Resident re: Princeton:
1990: 5,059 total; 266 bl. [MCD; town might be different but isn’t in census]
I’m surprised not to see South Carolina represented on your list yet. The clearest example that comes to mind is Princeton, SC, at the corner of Laurens, Greenville, and Anderson counties. The African American residents of that community were driven out in March 1933, and to the best of my knowledge, it remains all white today.",TotalCensus Geography Match,NA,"NA,PLACE:58435","NA,PLACE:58435",58435,NA,NA,G450584350,NA,NA,NA,NA,NA,NA,Princeton CDP,G45058435,Princeton CDP,G45058435,Princeton CDP,G45058435,NA,NA,NA
01951,place,SC,Salem,Salem,NA,1,https://justice.tougaloo.edu/sundowntown/salem-sc/,Possible,Don't Know,Don’t Know,Unknown,Black,"Former South Carolina Resident re: Salem
1990, 192 total, 0 bl.
In Oconee Co., had a “sundown town” reputation in the 1980s. In general, I think one way to approach this would be to go back over the literature on racial violence and look for accounts of out migration in response.
Although I was not reading for this specifically, I am pretty sure that George Wright mentions a few cases of this in his _Racial Violence in Kentucky, 1865 1940_ and Terence Finnegan does also in his dissertation, “At the Hands of Parties Unknown,” which covers Mississippi and South Carolina. I wonder, also, if it would be useful to consider rural districts that may not have such clearly defined boundaries as a town does but that maintained an all white status nonetheless.",TotalCensus Geography Match,NA,"NA,PLACE:62980","NA,PLACE:62980",62980,NA,NA,G450629800,Salem town,G4501225,Salem town,G4501225,Salem town,G45062980,Salem town,G45062980,Salem town,G45062980,Salem town,G45062980,NA,NA,NA
01952,place,SD,Belle Fourche,Belle Fourche,NA,1,https://justice.tougaloo.edu/sundowntown/belle-fourche-sd/,Possible,"Perhaps, Some Oral Evidence","Probably Not, Although Still Very Few Black People",Unknown,Black,"Email 1/2008 – according to a former resident:
I used to work in Belle Fourche. There used to be an ordinance, and the KKK actually had a national rally there back in the 1950’s. I moved out of the area years ago but could probably call back and get specifics if you want them.
***
“What I know about the sundown laws [in Belle Fourche and Delmont] is an oral tradition that my parents told me as I grew up. It was generally acknowledged that blacks and Native Americans were not welcome in the town after sundown… Since there were never many blacks in SD (in fact I never saw a live one as a child, it was not until I entered the Army that I met any!), I don’t know why there was a perceived need for sundown laws. I do remember a lot of prejudice against Indians.”
-former Belle Fourche resident",TotalCensus Geography Match,NA,"NA,PLACE:04380","NA,PLACE:04380",04380,NA,NA,G460043800,Belle Fourche city,G4600110,Belle Fourche city,G4600110,Belle Fourche city,G46004380,Belle Fourche city,G46004380,Belle Fourche city,G46004380,Belle Fourche city,G46004380,NA,NA,NA
01953,place,SD,Canton,Canton,NA,1,https://justice.tougaloo.edu/sundowntown/canton-sd/,Possible,Don't Know,Don’t Know,Unknown,Black,"Canton’s only black resident, a single handyman, is
known as “Nigger Lon”.",TotalCensus Geography Match,NA,"NA,PLACE:09500","NA,PLACE:09500",09500,NA,NA,G460095000,Canton city,G4600240,Canton city,G4600240,Canton city,G46009500,Canton city,G46009500,Canton city,G46009500,Canton city,G46009500,NA,NA,NA
01954,place,SD,Delmont,Delmont,NA,1,https://justice.tougaloo.edu/sundowntown/delmont-sd/,Possible,Don't Know,Don’t Know,Unknown,Black,NA,TotalCensus Geography Match,NA,"NA,PLACE:16060","NA,PLACE:16060",16060,NA,NA,G460160600,Delmont city,G4600385,Delmont city,G4600385,Delmont city,G46016060,Delmont city,G46016060,Delmont city,G46016060,Delmont city,G46016060,NA,NA,NA
01955,place,SD,Doland,Doland,NA,1,https://justice.tougaloo.edu/sundowntown/doland-sd/,Possible,Don't Know,Don’t Know,Unknown,Black,NA,TotalCensus Geography Match,NA,"NA,PLACE:16820","NA,PLACE:16820",16820,NA,NA,G460168200,Doland city,G4600395,Doland city,G4600395,Doland city,G46016820,Doland city,G46016820,Doland city,G46016820,Doland city,G46016820,NA,NA,NA
01956,place,SD,Lead,Lead,NA,1,https://justice.tougaloo.edu/sundowntown/lead-sd/,Probable,Don't Know,Don’t Know,Unknown,Native American,"Teams from the Pine Ridge Oglala Sioux reservation,
in the Black Hills, report frequent harrassment when
playing teams in surrounding towns.",TotalCensus Geography Match,NA,"NA,PLACE:36220","NA,PLACE:36220",36220,NA,NA,G460362200,Lead city,G4600805,Lead city,G4600805,Lead city,G46036220,Lead city,G46036220,Lead city,G46036220,Lead city,G46036220,NA,NA,NA
01957,county,SD,Spink County,Spink County,46115,1,https://justice.tougaloo.edu/sundowntown/spink-county-sd/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,NA,Census fuzzy string match,NA,county:46115,county:46115,NA,NA,46115,NA,NA,G4601150,NA,G4601150,NA,G4601150,NA,G4601150,NA,G4601150,NA,G4601150,NA,Spink County,G4601150
01958,place,TN,Baxter,Baxter,NA,1,https://justice.tougaloo.edu/sundowntown/baxter-tn/,Possible,Don't Know,Probably,Unknown,Black,"According to a local professor, blacks have only moved into this area since the 1970s. Conversations and interviews with the local population were the major sources of information. There are interview records in the Folklife Collection in the Kentucky Museum of Western Kentucky University in Bowling Green, KY. One interview that strongly stated the situation into the 1970s was that with William Charles Beasley in Silver Point, Tennessee tape recorded by Jewell Peach on March 4, 1995. Baxter’s racial attitudes towards blacks are also documented in Mary Jean DeLozier’s, Putnam County Tennessee, 1850-1970 (1979).",Census fuzzy string match,NA,CDP:03680,CDP:03680,03680,NA,NA,G470036800,Baxter town,G4700090,Baxter town,G4700090,Baxter town,G47003680,Baxter town,G47003680,Baxter town,G47003680,Baxter town,G47003680,NA,NA,NA
01959,place,TN,Celina,Celina,NA,1,https://justice.tougaloo.edu/sundowntown/celina-tn/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,NA,Census fuzzy string match,NA,CDP:12100,CDP:12100,12100,NA,NA,G470121000,Celina city,G4700215,Celina city,G4700215,Celina city,G47012100,Celina city,G47012100,Celina city,G47012100,Celina city,G47012100,NA,NA,NA
01960,place,TN,Cookeville,Cookeville,NA,1,https://justice.tougaloo.edu/sundowntown/cookeville-tn/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"One TN resident claims: “consider that the Ku Klux Klan still holds regular meetings in Cookeville Tennessee, on Tabor Loop. That town still has signs at each end saying “nigger don’t let the sun set on you in this town.”",Census fuzzy string match,NA,CDP:16920,CDP:16920,16920,NA,NA,G470169200,Cookeville city,G4700295,Cookeville city,G4700295,Cookeville city,G47016920,Cookeville city,G47016920,Cookeville city,G47016920,Cookeville city,G47016920,NA,NA,NA
01961,place,TN,Copperhill,Copperhill,NA,1,https://justice.tougaloo.edu/sundowntown/copperhill-tn/,Probable,Don't Know,Probably,Unknown,Black,NA,Census fuzzy string match,NA,CDP:17000,CDP:17000,17000,NA,NA,G470170000,Copperhill city,G4700300,Copperhill city,G4700300,Copperhill city,G47017000,Copperhill city,G47017000,Copperhill city,G47017000,Copperhill city,G47017000,NA,NA,NA
01962,place,TN,Crossville,Crossville,NA,1,https://justice.tougaloo.edu/sundowntown/crossville-tn/,Probable,Don't Know,Probably,Unknown,Black,"A local resident testifies:
“Apparently the few black residents of the town left shortly after the turn of the century. When I came to Cookeville in 1988, one of the first things that I was told was to not go to Crossville by myself. Of course today there are some African Americans in nearby Fairfield Glades (a retirement community) and I occasionally go to Crossville for meetings. While there were blacks in Crossville in the late 19th century, these lived in a small black segment on the outskirts of the community called Tatetown. In the early 20th century, the blacks there would leave for adjoining communities with black populations. I have found no evidence of threats, etc. that caused them to leave. But something may have happened.”",Census fuzzy string match,NA,CDP:18540,CDP:18540,18540,NA,NA,G470185400,Crossville city,G4700325,Crossville city,G4700325,Crossville city,G47018540,Crossville city,G47018540,Crossville city,G47018540,Crossville city,G47018540,NA,NA,NA
01963,place,TN,Ducktown,Ducktown,NA,1,https://justice.tougaloo.edu/sundowntown/ducktown-tn/,Probable,Don't Know,Probably,Unknown,Black,"“Tonawanda, the first stop outside of Buffalo, was like Ducktown, TN, in that it allowed no Negro to live there.”
[James A. Atkins, The Age of Jim Crow (NY: Vantage, 1964),",Census fuzzy string match,NA,CDP:21740,CDP:21740,21740,NA,NA,G470217400,Ducktown city,G4700400,Ducktown city,G4700400,Ducktown city,G47021740,Ducktown city,G47021740,Ducktown city,G47021740,Ducktown city,G47021740,NA,NA,NA
01964,place,TN,Dunlap,Dunlap,NA,1,https://justice.tougaloo.edu/sundowntown/dunlap-tn/,Probable,Don't Know,Probably,Unknown,Black,email 3/2008 from nearby resident,Census fuzzy string match,NA,CDP:22000,CDP:22000,22000,NA,NA,G470220000,Dunlap city,G4700405,Dunlap city,G4700405,Dunlap city,G47022000,Dunlap city,G47022000,Dunlap city,G47022000,Dunlap city,G47022000,NA,NA,NA
01965,place,TN,East Ridge,East Ridge,NA,1,https://justice.tougaloo.edu/sundowntown/east-ridge-tn/,Possible,Don't Know,Surely Not,Unknown,Black,"email 11/2007: Definitely not sundown today, might as well be a part of Chattanooga.",Census fuzzy string match,NA,CDP:22720,CDP:22720,22720,NA,NA,G470227200,East Ridge city,G4700440,East Ridge city,G4700440,East Ridge city,G47022720,East Ridge city,G47022720,East Ridge city,G47022720,East Ridge city,G47022720,NA,NA,NA
01966,place,TN,Englewood,Englewood,NA,1,https://justice.tougaloo.edu/sundowntown/englewood-tn/,Probable,Don't Know,Probably,Unknown,Black,NA,Census fuzzy string match,NA,CDP:24040,CDP:24040,24040,NA,NA,G470240400,Englewood town,G4700460,Englewood town,G4700460,Englewood town,G47024060,Englewood town,G47024040,Englewood town,G47024040,Englewood town,G47024040,NA,NA,NA
01967,place,TN,Erwin,Erwin,NA,1,https://justice.tougaloo.edu/sundowntown/erwin-tn/,Probable,Don't Know,Probably,Unknown,Black,"“The Negro population, which was very small, was located in two areas in Unicoi County.” Sam’s Gap, descended from slaves owned by Josiah Sams, and Erwin, where they were railroad laborers. “In 1918, unrestrained, ghoulish, mob violence eradicated the Negro popilation in Unicoi County.”
[Charles Edward Price Papers, Box 1, Folder 6, Blacks in Unicoi County, TN,” undated, “Blacks: Tom Devert,” citing Pratt 1960 27-29, U TN Hoskins Library.]",Census fuzzy string match,NA,CDP:24360,CDP:24360,24360,NA,NA,G470243600,Erwin town,G4700480,Erwin town,G4700480,Erwin town,G47024360,Erwin town,G47024360,Erwin town,G47024360,Erwin town,G47024360,NA,NA,NA
01968,place,TN,Fairview,Fairview,NA,1,https://justice.tougaloo.edu/sundowntown/fairview-tn/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,NA,Census fuzzy string match,NA,CDP:25440,CDP:25440,25440,NA,NA,G470254400,Fairview city,G4700495,Fairview city,G4700495,Fairview city,G47025440,Fairview city,G47025440,Fairview city,G47025440,Fairview city,G47025440,NA,NA,NA
01969,place,TN,Gatlinburg,Gatlinburg,NA,1,https://justice.tougaloo.edu/sundowntown/gatlinburg-tn/,Probable,Don't Know,Don’t Know,Unknown,Black,"A local professor claims that a student told him/her that a restaurant owner hired a black cook, c. 1969. Whites visited him, told him to get rid of the cook.
Addl. confirmation needed.",Census fuzzy string match,NA,CDP:28800,CDP:28800,28800,NA,NA,G470288000,Gatlinburg city,G4700555,Gatlinburg city,G4700555,Gatlinburg city,G47028800,Gatlinburg city,G47028800,Gatlinburg city,G47028800,Gatlinburg city,G47028800,NA,NA,NA
01971,place,TN,Greenbrier,Greenbrier,NA,1,https://justice.tougaloo.edu/sundowntown/greenbrier-tn/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,NA,Census fuzzy string match,NA,CDP:30960,CDP:30960,30960,NA,NA,G470309600,Greenbrier town,G4700600,Greenbrier town,G4700600,Greenbrier town,G47030960,Greenbrier town,G47030960,Greenbrier town,G47030960,Greenbrier town,G47030960,NA,NA,NA
01972,place,TN,Jamestown,Jamestown,NA,1,https://justice.tougaloo.edu/sundowntown/jamestown-tn/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"According to a local professor, supposedly a sign at the entry to the town warned blacks not to let the sun set with them there. “Most of what I know of Jamestown has come via oral tradition. One of the interviews in the Folklife Collection at WSU, Ralph Maddux, white, of Granville, located in Jackson County, tape recorded on June 3, 1991, expresses what he actually saw.”",Census fuzzy string match,NA,CDP:37780,CDP:37780,37780,NA,NA,G470377800,Jamestown city,G4700710,Jamestown city,G4700710,Jamestown city,G47037780,Jamestown city,G47037780,Jamestown city,G47037780,Jamestown city,G47037780,NA,NA,NA
01973,place,TN,Lafayette,Lafayette,NA,1,https://justice.tougaloo.edu/sundowntown/lafayette-tn/,Probable,Don't Know,Probably,Unknown,Black,"Lafayette, TN is in Macon County, where blacks were run out around 1910. The expulsion of blacks from Lafayette, TN is documented in Harold Blankenship’s History of Macon County, Tennessee (1986). Blacks were run out of the town in the aftermath of the John [a.k.a. Dave] Winston lynching in that city.",Census fuzzy string match,NA,CDP:40160,CDP:40160,40160,NA,NA,G470401600,Lafayette city,G4700765,Lafayette city,G4700765,Lafayette city,G47040160,Lafayette city,G47040160,Lafayette city,G47040160,Lafayette city,G47040160,NA,NA,NA
01974,place,TN,Lenoir City,Lenoir,NA,1,https://justice.tougaloo.edu/sundowntown/lenoir-city-tn/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"According to a local professor:
“In Loudon and Lenoir City, Tennessee, local businesses posted Klan symbols in their windows and announcements for the Klan marches that occurred through downtown on all major holidays. On those dates, blacks were not permitted in those towns. I was told by whites in several towns that blacks had to be out of town by 5 p.m., even though I saw no posted signs. I was viewed by local town officials as an outside troublemaker, but the local community action committees were glad to have me there collecting this information. In Athens, Tennessee, I met with local blacks at the Employment office. So long as we stayed inside the facility, local blacks were willing to speak with me. Without exception, however, blacks feared being seen with me (because my skin is white) on the streets of their towns. In Athens, Tennessee, one young black man was very specific in his certainty that he would be physically assaulted by the local Klan if here were seen with me in public.
I don’t recall seeing the sundown sign you mention, but I do know that there were communities in my target areas in which local blacks could not meet with me in town after 5 p.m. Communities in which blacks refused to meet with me in town at night or early evening included the Tennessee towns of Crossville, Loudon, Lenoir City…”",TotalCensus Geography Match,NA,"NA,PLACE:41760","NA,PLACE:41760",41760,NA,NA,G470417600,Lenoir City city,G4700795,Lenoir City city,G4700795,Lenoir City city,G47041760,Lenoir City city,G47041760,Lenoir City city,G47041760,Lenoir City city,G47041760,NA,NA,NA
01975,place,TN,Monterey,Monterey,NA,1,https://justice.tougaloo.edu/sundowntown/monterey-tn/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,A local professor asserts that he has heard of the exclusion of blacks through oral conversations.,Census fuzzy string match,NA,CDP:49760,CDP:49760,49760,NA,NA,G470497600,Monterey town,G4700965,Monterey town,G4700965,Monterey town,G47049760,Monterey town,G47049760,Monterey town,G47049760,Monterey town,G47049760,NA,NA,NA
01976,place,TN,Norris,Norris,NA,1,https://justice.tougaloo.edu/sundowntown/norris-tn/,Probable,Don't Know,Probably,Unknown,Black,"Norris was a TVA model town built by
Arthur Morgan.
TVA chair Arthur Morgan believed that TVA could be used as a tool not just for economic growth in the Tennessee Valley, but also for social advancement.
The town of Norris was the physical manifestation of his dream. The town was huge by the standards of later worker villages, and remained a town even after TVA completed the dam. It included a school, modern houses, cafeteria, recreational facilities, and much more. Indoor plumbing, electricity, and modern conveniences were included with each of these buildings. Still, Norris, TVA s model town, was not as perfect as its proponents suggested. TVA excluded blacks entirely from Norris, employing only a small number on the project itself, according to a professor at Murray State University.",Census fuzzy string match,NA,CDP:53600,CDP:53600,53600,NA,NA,G470536000,Norris city,G4701055,Norris city,G4701055,Norris city,G47053600,Norris city,G47053600,Norris city,G47053600,Norris city,G47053600,NA,NA,NA
01977,no match,TN,North Chattanooga,North Chattanooga,NA,1,https://justice.tougaloo.edu/sundowntown/north-chattanooga-tn/,Surely,"Yes, Written Evidence",Don’t Know,Police or Other Official Action,Black,"email 3/2008
FYI, it’s been a long time since North Chattanooga was exclusively white. It’s mixed race and mixed income at the moment, though in the past 20 years there’s been some urban gentrification that has probably skewed the demographic back toward the white side. Ironically, the gentrification was boosted in part by the conversion of the Walnut Street Bridge (crossing the Tennessee River from downtown Chattanooga to North Chattanooga) to the world’s longest all-pedestrian bridge. Why the irony? Because the Walnut St. Bridge was the site of an infamous lynching back in the bad old days.",No Contemporary Place Match. Located Place Centroid,"-85.289915, 35.067902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01978,place,TN,Oneida,Oneida,NA,1,https://justice.tougaloo.edu/sundowntown/oneida-tn/,Probable,Don't Know,Probably,Violence Towards Newcomers,Black,"“One Negro family moved into Oneida in 1925, but dynamite was dropped on their house and they were severely injured. They soon left and no others ever came in. One Negro hobo [between the world wars] got off a freight train in Oneida; police and civilians started toward him and he started running. His bullet-riddled body was brought back out of the woods in about an hour. One young pilot from Scott County in WWII who saw the Negro after he was killed remarked on his return from the War, ‘You know, as I watched the blood flow from the wounds of the dead and dying Negroes on our transport planes, I thought of that old Negro who was killed in Oneida.’ Living in one world and seeing all Americans making the supreme sacrifice for America has taught the younger generation that the color of a man’s skin has nothing to do with what’s in his heart. There is not a colored family living in Scott County at the present time.”
[Esther S. Sanderson, County Scott and Its Mountain Folk (Nashville: Williams Printing, 1958), 186.]",Census fuzzy string match,NA,CDP:55860,CDP:55860,55860,NA,NA,G470558600,Oneida town,G4701091,Oneida town,G4701091,Oneida town,G47055860,Oneida town,G47055860,Oneida town,G47055860,Oneida town,G47055860,NA,NA,NA
01979,place,TN,Palmer,Palmer,NA,1,https://justice.tougaloo.edu/sundowntown/palmer-tn/,Probable,Don't Know,Probably,Unknown,Black,NA,Census fuzzy string match,NA,CDP:56560,CDP:56560,56560,NA,NA,G470565600,Palmer town,G4701105,Palmer town,G4701105,Palmer town,G47056560,Palmer town,G47056560,Palmer town,G47056560,Palmer town,G47056560,NA,NA,NA
01980,place,TN,Signal Mountain,Signal Mountain,NA,1,https://justice.tougaloo.edu/sundowntown/signal-mountain-tn/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"Of the 71 blacks reported in 1940, 58 were female,
indicating that these are live-in domestic workers.",Census fuzzy string match,NA,CDP:68540,CDP:68540,68540,NA,NA,G470685400,Signal Mountain town,G4701300,Signal Mountain town,G4701300,Signal Mountain town,G47068540,Signal Mountain town,G47068540,Signal Mountain town,G47068540,Signal Mountain town,G47068540,NA,NA,NA
01981,place,TN,Soddy-Daisy,Soddy-Daisy,NA,1,https://justice.tougaloo.edu/sundowntown/soddy-daisy-tn/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"Testimony of a TN resident:
“I’m from Nashville, Tn. According to local stories, there was a sign in Soddy Daisy, an East Tennessee town that said, “Niggers’ fun, look and run.”
I know about Soddy Daisy because the town is right outside Chattanooga, Tennessee. My grandmother’s sister lived in Chattanooga and her mother (my great grandmother) went to visit at least once a year. As for the story, I heard it from my mother and my grandmother. I have no idea who they got it from… Still, I’ve heard my grandmother call West Tennessee “Lynch A Nigger A Night” Country.”",Census fuzzy string match,NA,CDP:69560,CDP:69560,69560,NA,NA,G470695600,Soddy-Daisy city,G4701331,Soddy-Daisy city,G4701331,Soddy-Daisy city,G47069560,Soddy-Daisy city,G47069560,Soddy-Daisy city,G47069560,Soddy-Daisy city,G47069560,NA,NA,NA
01983,place,TN,Tracy City,Tracy,NA,1,https://justice.tougaloo.edu/sundowntown/tracy-city-tn/,Probable,Don't Know,Probably,Unknown,Black,"“TN Coal, Iron, and Rail Road Company” achieved “a competitive advantage,” 1870-1890, via convict leasing. “The free miners at Tracy City immediately struck in protest; they demanded that the convicts be removed. The convicts feared attack from the miners and refused to work. Floggings changed the convicnts’ minds… Result: the miners capitulated. During these years, the number of convicts employed grew to 500 or more. Most of them were Negroes; of 315 working at Tracy City in 18080, all but 35 were black.”
“In 1891 the bitter miners in Anderson County [Oak Ridge] burned stockades, shipping convicts to Nashville or freeing them. The National Guard was called and local war broke out at Coal Creek, Briceville, and Oliver Springs %u2014 to the northeast of the Sequatchie area. In July 1892 the miners at Tracy City were told that their work time would be cut in half but that 360 convicts would continue as before…. On August 10 the miners took matters into their own hands: they overpowered the guards, burned the buildings, and placed the convicts on a train for Nashville. On their way to the state capital some of the convicts managed to disconnect one car, allowing 13 of them to escape.
“The miners then proceeded to Inman in the Sequatchie Valley. Here the guards were also overpowered, the stockades torn down, and the convicts shipped off to Nashville. These attacks encouraged other revolts throughout E TN; however, the National Guard proved too strong for the miners.” But the legislature did terminate convict leasing, January 1896, and established Brushy Mountain Prison.
[J. L. Raulston and J. W. Livingood, Sequatchie (Knoxville: U TN P, 1974), 192.]",Census fuzzy string match,NA,CDP:74880,CDP:74880,74880,NA,NA,G470748800,Tracy City town,G4701440,Tracy City town,G4701440,Tracy City town,G47074880,Tracy City town,G47074880,Tracy City town,G47074880,Tracy City town,G47074880,NA,NA,NA
01984,place,TN,Waynesboro,Waynesboro,NA,1,https://justice.tougaloo.edu/sundowntown/waynesboro-tn/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"Testimony of an eyewitness:
“I know there are far too many to list but a few whose reputation persisted at least until the early 1990s include Crossville and Waynesboro, Tennessee. As of 1995, there was still a painted sign on the state highway connecting Waynesboro to Clifton that read “Clifton Niggers Stay Put” or something like that. (I saw it but the wording eludes me now.)”",Census fuzzy string match,NA,CDP:78600,CDP:78600,78600,NA,NA,G470786000,Waynesboro city,G4701505,Waynesboro city,G4701505,Waynesboro city,G47078600,Waynesboro city,G47078600,Waynesboro city,G47078600,Waynesboro city,G47078600,NA,NA,NA
01985,place,TX,Alamo,Alamo,NA,1,https://justice.tougaloo.edu/sundowntown/alamo-tx/,Possible,Don't Know,Don’t Know,Unknown,Black,We currently only have census information for this county.,Census fuzzy string match,NA,CDP:01576,CDP:01576,01576,NA,NA,G480015760,Alamo city,G4800035,Alamo city,G4800035,Alamo city,G48001576,Alamo city,G48001576,Alamo city,G48001576,Alamo city,G48001576,NA,NA,NA
